share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.5772582,3907,0,0,1560368,44537.22,1866,.92,3
.5772932,3908,0,0,1434017,43852.84,1871,.92,2
.5773005,3909,0,0,1461243,43750.5,1863,.92,2
.5773258,3910,0,0,1859496,42348.96,1869,.92,3
.5775122,3911,0,0,1644697,43607.24,1869,.92,2
.5775163,3912,0,0,1294886,44651.84,1876,.92,2
.5775646,3913,0,0,2156823,42984.56,1877,.92,2
.5776178,3914,0,0,1780667,44797.35,1865,.92,1
.5777196,3915,0,0,1675153,42068.61,1880,.92,3
.5778114,3916,0,1,1427500,43719.91,1879,.92,6
.5781583,3917,0,0,1881109,45011.36,1862,.92,2
.5782149,3918,0,0,1877979,43489.98,1853,.92,1
.5783078,3919,0,0,914112,43013.87,1892,.92,1
.5783154,3920,0,0,1131462,42989.92,1866,.92,3
.57838,3921,0,1,2023804,42488.59,1891,.92,8
.578424,3922,0,0,2974669,45444.89,1851,.92,2
.5784395,3923,0,1,1929475,41709.78,1882,.92,8
.5784653,3924,0,1,729794,41314.09,1889,.92,7
.5784776,3925,0,0,1404610,42228.21,1864,.92,3
.578499,3926,0,0,3126451,43036.46,1862,.92,1
.5785214,3927,0,1,1613302,42882.88,1879,.92,7
.5785239,3928,0,0,1137759,42709.36,1861,.92,2
.5785873,3929,0,1,356282,42999.95,1891,.92,7
.5786983,3930,0,1,1343056,43385.45,1856,.92,8
.5788251,3931,0,0,869443,42642.63,1871,.92,0
.5788692,3932,0,0,2205857,41117.74,1852,.92,1
.5788973,3933,0,0,1347777,44341.83,1867,.92,2
.5789499,3934,0,0,1929019,41928.25,1895,.92,1
.5790424,3935,0,0,1610203,42447.59,1876,.92,1
.5790427,3936,0,0,1298746,43429.74,1854,.92,0
.5791702,3937,0,0,1710616,41559.95,1879,.92,2
.5791735,3938,0,1,1835729,44661.73,1875,.92,7
.5792567,3939,0,1,1426456,42459.66,1863,.92,6
.5793191,3940,0,0,683127,41524.68,1892,.92,2
.5796678,3941,0,0,1714159,43199.03,1858,.92,3
.5796912,3942,0,0,1761665,41468.35,1886,.92,1
.5798295,3943,0,1,1538901,42022.34,1877,.92,8
.579859,3944,0,1,721913,41718.58,1851,.92,5
.5798652,3945,0,1,1149652,41337.49,1873,.92,8
.579891,3946,0,0,978335,41074.02,1883,.92,1
.5799504,3947,0,0,2139346,41839.53,1853,.92,2
.5800266,3948,0,0,1770570,42894.8,1869,.92,1
.5802501,3949,0,0,1834126,41394.85,1870,.92,2
.5803062,3950,0,0,363008,41499.74,1861,.92,1
.5804239,3951,0,1,296795,42384.58,1863,.92,6
.5804436,3952,0,0,1550114,40623.53,1853,.92,4
.5805826,3953,0,1,1249140,42839.56,1855,.92,7
.5807346,3954,0,0,1569131,40749.72,1867,.92,2
.5807374,3955,0,0,1146541,41868.97,1867,.92,2
.5807679,3956,0,0,697086,41687.71,1871,.92,3
.5808182,3957,0,1,1738167,42162.02,1889,.92,6
.5809425,3958,0,0,1169196,40772.69,1875,.92,3
.580949,3959,0,0,1597626,41364.84,1879,.92,0
.5810019,3960,0,0,1597414,39703.74,1868,.92,3
.5810184,3961,0,0,1795410,39360.11,1865,.92,2
.5810263,3962,0,0,342522,42550.57,1887,.92,1
.5810951,3963,0,0,1197814,41946.16,1877,.92,1
.5811439,3964,0,0,2370467,40977.42,1889,.92,2
.581184,3965,0,0,2065461,39581.07,1888,.92,2
.5812001,3966,0,0,962436,41664.52,1862,.92,3
.5812329,3967,0,0,1033711,41787.66,1865,.92,1
.5813493,3968,0,0,774390,42351.29,1871,.92,1
.5814534,3969,0,1,1273391,42550.68,1864,.92,7
.5815952,3970,0,1,1599077,40237.21,1880,.92,7
.5816976,3971,0,0,1661357,41255.95,1867,.92,2
.5817809,3972,0,0,1917683,40095.65,1866,.92,1
.5817924,3973,0,0,1916823,38864.95,1888,.92,3
.5818155,3974,0,0,1915800,42716.45,1881,.92,0
.5818217,3975,0,0,1950019,39657.24,1893,.92,2
.5818368,3976,0,1,1375054,41400.36,1885,.92,7
.5819073,3977,0,1,457727,39197.37,1886,.92,8
.5819263,3978,0,0,2053910,40722.77,1886,.92,2
.5819377,3979,0,0,1688972,39874.52,1865,.92,4
.5820029,3980,0,0,1738616,42193.06,1891,.92,1
.5820153,3981,0,0,1485223,40882.2,1879,.92,1
.5821337,3982,0,1,1442918,40543.22,1873,.92,7
.5822065,3983,0,0,1479660,39335.79,1869,.92,3
.5823262,3984,0,0,1334324,40429.23,1875,.92,3
.5823558,3985,0,0,2019728,38223.86,1889,.92,3
.5825813,3986,0,0,1342091,40746.11,1885,.92,2
.5826119,3987,0,0,1993029,39588.25,1874,.92,3
.5826424,3988,0,0,1996250,38568.29,1878,.92,4
.5826611,3989,0,1,1753992,41107.77,1890,.92,8
.5828052,3990,0,1,1051862,41122.21,1875,.92,6
.5828192,3991,0,0,580231,40721.22,1856,.92,2
.5828611,3992,0,0,2316856,39356.65,1862,.92,2
.583038,3993,0,0,1594427,40099.23,1894,.92,3
.5830939,3994,0,0,2536640,42167.52,1888,.92,2
.5832023,3995,0,0,1818949,39099.21,1864,.92,3
.5832263,3996,0,0,1571884,41288.46,1869,.92,2
.5832391,3997,0,0,1634104,40358.04,1864,.92,3
.5832552,3998,0,0,1208205,39527.52,1856,.92,2
.5832802,3999,0,0,2049586,40346.5,1881,.92,1
.5832871,4000,0,1,1822003,39359.57,1866,.92,8
.5834454,4001,0,0,528340,39239.64,1893,.92,2
.583569,4002,0,0,906129,41039.38,1861,.92,3
.5835791,4003,0,0,2774843,39225.57,1866,.92,2
.5835906,4004,0,0,1030545,39806.42,1866,.92,2
.5837481,4005,0,0,2143439,40478.09,1886,.92,2
.5838435,4006,0,0,1423224,39536.38,1857,.92,1
.5838783,4007,0,0,1816316,40804.02,1868,.92,2
.5839822,4008,0,0,1668926,42756.83,1887,.92,1
.5839953,4009,0,0,1474056,38720.49,1855,.92,2
.5840645,4010,0,0,2343231,38839.93,1874,.92,2
.5840864,4011,0,0,1762807,38494.36,1891,.92,1
.5842432,4012,0,0,2139345,39640.89,1892,.92,0
.5842736,4013,0,0,1034677,40714.18,1886,.92,2
.584313,4014,0,0,1295888,39478.69,1851,.92,3
.5843377,4015,0,0,755749,38045.92,1895,.92,2
.5844439,4016,0,0,1950400,39625.32,1892,.92,1
.5844845,4017,0,0,1577380,40280.21,1866,.92,1
.5845346,4018,0,1,1505287,38319.21,1889,.92,8
.5845647,4019,0,0,1005812,40242.65,1878,.92,1
.5845938,4020,0,1,2342218,39236.9,1884,.92,7
.5846915,4021,0,0,1293666,39206.76,1858,.92,3
.5846987,4022,0,0,1992905,39431.38,1872,.92,2
.5848064,4023,0,1,2241747,41654.99,1895,.92,7
.5849444,4024,0,0,478408,40380.45,1866,.92,2
.5849813,4025,0,0,1510899,39721.5,1893,.92,2
.5849993,4026,0,0,1441730,38052.09,1880,.92,2
.5851346,4027,0,0,1889865,37568.02,1858,.92,3
.5851665,4028,0,0,1344280,37769.1,1885,.92,1
.5852607,4029,0,0,1484026,40342.78,1861,.92,2
.5852886,4030,0,0,316218,38476.05,1864,.92,3
.5853226,4031,0,0,1544198,40309.95,1892,.92,3
.5853838,4032,0,0,530210,41119.88,1877,.92,1
.5854217,4033,0,0,2511554,40031.32,1854,.92,3
.5856152,4034,0,1,1583705,39000.02,1882,.92,8
.585811,4035,0,1,2043127,40805.52,1886,.92,6
.5858864,4036,0,0,1008472,38233.07,1882,.92,1
.5860116,4037,0,1,1776468,36968.77,1895,.92,8
.5862654,4038,0,0,1632531,38684.74,1880,.92,3
.5862786,4039,0,0,1450307,38363.25,1869,.92,2
.5862789,4040,0,0,2229399,37556.47,1860,.92,2
.5863056,4041,0,0,1477830,38366.98,1875,.92,1
.5863559,4042,0,0,2968398,39310.16,1868,.92,2
.5864162,4043,0,0,1314211,37573.79,1870,.92,3
.5864246,4044,0,0,1804003,37426.9,1883,.92,2
.5864511,4045,0,1,1285531,37533.75,1859,.92,8
.5865192,4046,0,0,1918272,38767.3,1860,.92,2
.5865591,4047,0,0,2284198,39011.8,1879,.92,2
.5865973,4048,0,0,613123,38719.04,1866,.92,2
.5866025,4049,0,0,1309911,36500.91,1890,.92,2
.5866032,4050,0,0,1823087,37669.61,1894,.92,3
.5866635,4051,0,1,1691862,36925.63,1879,.92,8
.5867438,4052,0,0,1066309,38210.54,1859,.92,2
.5867907,4053,0,1,1538685,38361.91,1871,.92,7
.5868167,4054,0,0,1491731,39112.91,1864,.92,2
.5868695,4055,0,0,1276838,38848.12,1868,.92,3
.5868793,4056,0,0,2255222,37401.15,1860,.92,2
.5868993,4057,0,0,486793,36654.67,1872,.92,1
.587136,4058,0,1,809631,39096.07,1871,.92,7
.5871977,4059,0,0,1941806,37588.31,1867,.92,3
.5871992,4060,0,0,628801,39068.54,1851,.92,2
.5872284,4061,0,0,960963,36032.96,1873,.92,0
.5872537,4062,0,0,1836961,37347.29,1857,.92,1
.5873363,4063,0,1,754076,36677.63,1859,.92,6
.5874549,4064,0,1,1986055,37217.46,1857,.92,6
.587508,4065,0,0,1397948,37834.27,1874,.92,4
.5877669,4066,0,0,2118030,35776.89,1862,.92,1
.5877692,4067,0,0,1757236,36492.52,1878,.92,0
.5879111,4068,0,0,623705,37445.82,1895,.92,0
.5879204,4069,0,1,1765020,38637.09,1868,.92,8
.5882152,4070,0,0,1756144,38534.19,1869,.92,2
.5882487,4071,0,1,2355950,37017.14,1865,.92,9
.5885018,4072,0,0,1806755,37029.38,1893,.92,1
.5885276,4073,0,1,2103885,36325.24,1863,.92,6
.5885715,4074,0,0,1381569,38439.67,1856,.92,2
.5886911,4075,0,0,920071,35198.08,1866,.92,1
.5888156,4076,0,0,2031157,37516.62,1861,.92,1
.5888722,4077,0,0,641096,36542.28,1888,.92,4
.5892394,4078,0,0,2017921,36670.23,1882,.92,2
.5893446,4079,0,0,808922,37657.62,1874,.92,2
.5893457,4080,0,0,1530708,35081.71,1865,.92,2
.5894425,4081,0,0,1343927,37860.62,1861,.92,1
.5894814,4082,0,0,2573846,37443.21,1858,.92,0
.589574,4083,0,0,1834876,37382.5,1888,.92,-1
.5896425,4084,0,1,1572934,37265.32,1851,.92,8
.5896471,4085,0,0,1409602,36448.79,1868,.92,3
.589947,4086,0,0,1856888,37269.6,1886,.92,3
.5899988,4087,0,0,962164,36813.19,1852,.92,0
.5900145,4088,0,0,840222,37087.2,1869,.92,3
.5902087,4089,0,1,2411263,35910.26,1889,.92,7
.5902207,4090,0,0,1710207,36509.83,1870,.92,3
.5902259,4091,0,0,1347773,36066.2,1883,.92,2
.5902532,4092,0,0,1696544,36299.69,1850,.92,3
.5902631,4093,0,0,729526,36598.04,1895,.92,2
.5902771,4094,0,1,1732218,35887.97,1875,.92,7
.5904254,4095,0,0,1858284,34734.62,1882,.92,2
.590453,4096,0,0,1666533,35929.31,1856,.92,2
.5906146,4097,0,0,1128906,35463.3,1857,.92,2
.5906209,4098,0,0,1834923,35282.15,1856,.92,1
.5906833,4099,0,0,1306521,33413.6,1859,.92,2
.5907444,4100,0,1,1073165,35398.41,1863,.92,7
.5907461,4101,0,0,1393880,35712.23,1856,.92,2
.59078,4102,0,0,2122552,34858.41,1888,.92,2
.5910475,4103,0,0,1127901,35006.16,1882,.92,1
.5910824,4104,0,0,1914565,37214.98,1891,.92,2
.591103,4105,0,1,1473224,35896.66,1866,.92,7
.5911642,4106,0,0,1667308,34059.69,1853,.92,1
.591278,4107,0,0,1086988,36906.71,1891,.92,2
.5912966,4108,0,0,1337397,34966.52,1878,.92,3
.5914145,4109,0,1,2008454,36066.58,1889,.92,7
.5917761,4110,0,1,1622797,34631.56,1864,.92,8
.5918007,4111,0,0,1655283,37347.12,1865,.92,1
.5918045,4112,0,0,1096631,35638.08,1867,.92,2
.591826,4113,0,0,1847372,36503.2,1871,.92,2
.5918813,4114,0,0,1372180,35810.25,1860,.92,1
.591981,4115,0,1,973543,34373.04,1862,.92,9
.5923716,4116,0,1,2649455,36252.88,1863,.92,7
.5923956,4117,0,0,1717264,35002.27,1885,.92,3
.5924423,4118,0,0,670514,35949.41,1885,.92,3
.5924467,4119,0,0,553125,33887.69,1889,.92,4
.5924547,4120,0,0,1946268,35518.63,1883,.92,2
.5925244,4121,0,0,1927978,35575.24,1884,.92,1
.592648,4122,0,0,1580108,35726.2,1870,.92,2
.5927812,4123,0,0,2402061,34301.58,1859,.92,2
.5929095,4124,0,0,1594594,33627.2,1891,.92,2
.5929402,4125,0,0,1484504,35535.51,1871,.92,3
.5929511,4126,0,0,1615667,35545.14,1866,.92,2
.5929533,4127,0,1,1336905,35738.06,1866,.92,7
.593459,4128,0,0,1571165,34824.01,1885,.92,1
.5936376,4129,0,0,1268304,33869.67,1855,.92,1
.5936625,4130,0,0,1228110,34364.91,1859,.92,2
.5937404,4131,0,0,806547,34404.05,1874,.92,2
.5937809,4132,0,0,776302,35511.18,1876,.92,2
.5938206,4133,0,1,2004843,36948.19,1852,.92,7
.5938805,4134,0,0,2348278,33885.16,1867,.92,3
.5939839,4135,0,1,834087,34546.2,1859,.92,5
.5939996,4136,0,0,1747504,33946.15,1881,.92,2
.5941312,4137,0,0,1635918,34337.88,1887,.92,1
.5942196,4138,0,0,1368500,34296.47,1869,.92,1
.5942501,4139,0,0,1685581,34757.59,1866,.92,3
.5942818,4140,0,1,1267977,34909.22,1883,.92,7
.5943148,4141,0,0,2401087,33104.26,1868,.92,3
.5943767,4142,0,0,1275641,35323.14,1886,.92,1
.594387,4143,0,1,563542,32222.37,1856,.92,6
.5945927,4144,0,1,1720887,32715.86,1882,.92,6
.5945979,4145,0,0,1356968,34847.89,1852,.92,0
.5946268,4146,0,0,2304222,34927.93,1874,.92,1
.5946441,4147,0,0,1280495,34769.27,1893,.92,1
.5946866,4148,0,0,1204425,33515.7,1883,.92,2
.5949711,4149,0,0,1594341,35941.79,1894,.92,2
.5950646,4150,0,0,1433238,34415.71,1859,.92,2
.5950946,4151,0,1,1180171,36500.71,1869,.92,6
.5952127,4152,0,0,355596,34866.68,1880,.92,1
.5953283,4153,0,1,2398071,35349.79,1862,.92,7
.5954474,4154,0,0,1425335,33319.16,1890,.92,3
.5954577,4155,0,0,1302190,34100.36,1889,.92,4
.595475,4156,0,1,1373071,33819.75,1882,.92,7
.5955455,4157,0,0,943482,32513.96,1867,.92,2
.5956334,4158,0,0,1853749,34499.83,1851,.92,1
.5956679,4159,0,0,1644088,32354.62,1865,.92,1
.5957123,4160,0,0,1067431,32617.15,1893,.92,3
.5957749,4161,0,0,1431823,32514.23,1891,.92,2
.5958066,4162,0,0,316848,31741.02,1880,.92,2
.5958868,4163,0,0,733411,35082.98,1861,.92,3
.59592,4164,0,0,1189182,32248.71,1851,.92,1
.5959341,4165,0,0,1964887,31476.08,1851,.92,3
.5959929,4166,0,0,1968317,32589.69,1874,.92,3
.5960733,4167,0,0,2407900,32480.32,1891,.92,3
.5961249,4168,0,0,1149231,34230.97,1878,.92,2
.5961551,4169,0,1,1188624,32676.42,1870,.92,9
.5961854,4170,0,0,1538538,31746.72,1883,.92,2
.5963798,4171,0,0,1422968,32858.99,1877,.92,2
.5963863,4172,0,1,1249984,32823.92,1866,.92,7
.5964229,4173,0,0,1525206,31620.47,1883,.92,2
.5964321,4174,0,1,2264881,30846.91,1858,.92,7
.5965242,4175,0,0,1619490,30856.26,1857,.92,1
.596531,4176,0,0,1807780,33099.54,1886,.92,2
.5965995,4177,0,0,1698129,34194.43,1887,.92,3
.5965999,4178,0,0,725078,33691.39,1866,.92,1
.5966196,4179,0,0,1587232,31670.29,1890,.92,2
.5966335,4180,0,0,1478285,30851.29,1862,.92,3
.5967069,4181,0,1,2056002,32968.79,1871,.92,5
.5969356,4182,0,0,1785470,32652.28,1871,.92,0
.5969838,4183,0,1,1170504,31991.42,1863,.92,7
.5969872,4184,0,0,1946233,30272.38,1892,.92,2
.5971512,4185,0,0,1601658,32202.85,1889,.92,0
.5971642,4186,0,1,701693,31546.59,1895,.92,7
.5971927,4187,0,0,1135654,32696.07,1887,.92,3
.5972278,4188,0,0,751503,32845.66,1856,.92,1
.59747,4189,0,0,1625113,30519.87,1856,.92,1
.5974878,4190,0,1,1741014,30441.66,1890,.92,7
.5975155,4191,0,1,420523,30937.24,1862,.92,8
.5977048,4192,0,0,1067391,33077.61,1883,.92,1
.5979729,4193,0,0,1287967,30554.4,1872,.92,3
.5980402,4194,0,0,2192201,31456.53,1851,.92,1
.5981174,4195,0,0,1186579,31565.93,1868,.92,2
.5982644,4196,0,1,1958027,31663.47,1862,.92,7
.598278,4197,0,0,1376189,34283.93,1887,.92,2
.5983607,4198,0,0,1459495,31329.79,1856,.92,3
.5984093,4199,0,1,1344802,31225.35,1869,.92,6
.5989423,4200,0,1,1784897,31473.24,1852,.92,7
.5989999,4201,0,0,1585129,32634.75,1853,.92,1
.5990346,4202,0,0,1729365,31007.76,1881,.92,2
.5990629,4203,0,0,1367223,30804.55,1856,.92,2
.5992823,4204,0,1,1758096,29560.79,1881,.92,8
.5994999,4205,0,0,1090893,31533.33,1869,.92,3
.5996248,4206,0,0,1171406,30124.42,1864,.92,2
.5997078,4207,0,0,1081263,32006.19,1868,.92,4
.5997266,4208,0,0,1803081,30500.67,1871,.92,2
.5998358,4209,0,0,946389,31464.84,1884,.92,2
.5998743,4210,0,0,1698933,30021.97,1857,.92,1
.6000209,4211,0,0,537208,31403.01,1877,.92,2
.6000777,4212,0,1,2006214,30588.52,1889,.92,9
.6000924,4213,0,0,1086981,30807.86,1893,.92,2
.60044,4214,0,1,1575873,31528.53,1865,.92,7
.6005718,4215,0,0,1452606,31242.43,1860,.92,0
.6005833,4216,0,0,895086,31903.46,1855,.92,1
.6005871,4217,0,0,693281,31976.97,1891,.92,2
.6006632,4218,0,0,1610676,31945.76,1865,.92,2
.6007686,4219,0,0,869601,31382.64,1892,.92,2
.6008347,4220,0,1,1454598,31050.52,1862,.92,8
.6008826,4221,0,1,1474198,31504.51,1879,.92,5
.6009146,4222,0,0,1761172,31310.39,1870,.92,3
.601054,4223,0,0,1281611,29718.61,1857,.92,2
.601212,4224,0,0,2148687,31060.6,1873,.92,1
.601225,4225,0,0,1267787,31467.28,1868,.92,3
.6012864,4226,0,0,1736698,28676.03,1885,.92,3
.601293,4227,0,0,1495905,31889.24,1886,.92,2
.6013041,4228,0,1,1876907,31446.99,1860,.92,8
.6013985,4229,0,0,1615692,32938.46,1867,.92,3
.6014653,4230,0,1,1766453,29577.71,1870,.92,5
.6015303,4231,0,1,1227461,27307.81,1866,.92,7
.6015674,4232,0,0,1021815,28721.58,1856,.92,1
.6016915,4233,0,0,381731,30000.1,1874,.92,3
.6017645,4234,0,0,1235685,30903.38,1894,.92,1
.6018075,4235,0,1,1443079,31326.84,1893,.92,8
.6018974,4236,0,0,2601304,32158.5,1865,.92,1
.6019108,4237,0,0,1378290,27917.01,1881,.92,2
.6019228,4238,0,0,1479903,29838.25,1852,.92,0
.602026,4239,0,0,1619152,30390.09,1871,.92,3
.6024122,4240,0,1,1648200,32144.05,1888,.92,7
.6025279,4241,0,0,1597340,29915.74,1863,.92,2
.6025764,4242,0,1,2071325,31559.86,1861,.92,7
.6026123,4243,0,0,1005229,31171.36,1888,.92,3
.6026288,4244,0,1,2105364,31248.17,1870,.92,6
.6026784,4245,0,0,2524526,29774.11,1857,.92,1
.6028045,4246,0,0,1169898,29555.23,1874,.92,2
.6028481,4247,0,0,1372007,31325.46,1865,.92,0
.602874,4248,0,0,1042926,29274.37,1886,.92,2
.6028856,4249,0,0,1608695,30246.43,1863,.92,1
.6028889,4250,0,0,999542,28123.87,1892,.92,1
.6031429,4251,0,1,2237576,28214.53,1870,.92,9
.6033055,4252,0,1,1345183,29466.7,1874,.92,6
.6033239,4253,0,0,2424103,29171.94,1885,.92,4
.6034091,4254,0,1,1526088,29400.97,1868,.92,8
.6034407,4255,0,0,1738391,29021.18,1880,.92,2
.6035138,4256,0,0,1502333,30309.93,1867,.92,3
.6037182,4257,0,1,2721044,29424.44,1852,.92,7
.6037669,4258,0,0,1647710,29996.43,1891,.92,1
.6037904,4259,0,0,1612402,30274.64,1893,.92,3
.6039416,4260,0,1,2241164,28663,1882,.92,5
.6040204,4261,0,0,1555854,30263.95,1874,.92,2
.604067,4262,0,0,2032104,27872.51,1880,.92,2
.6041502,4263,0,1,1914798,28428.2,1891,.92,9
.6041792,4264,0,0,2349015,28438.64,1873,.92,1
.6042078,4265,0,0,2496990,28867.66,1885,.92,3
.6042424,4266,0,0,1695169,28841.97,1878,.92,1
.6042426,4267,0,0,2038036,30448.47,1865,.92,4
.6042952,4268,0,0,1268594,28841.4,1870,.92,1
.6043108,4269,0,1,804092,27136.95,1867,.92,8
.6045207,4270,0,0,2258756,29196.59,1887,.92,2
.6045231,4271,0,0,621590,28984.62,1867,.92,3
.6046045,4272,0,0,1413030,27185.22,1870,.92,0
.604713,4273,0,1,1670378,29001.46,1859,.92,6
.6048032,4274,0,0,1652376,28368.52,1870,.92,1
.6052778,4275,0,0,1478460,28798.28,1854,.92,0
.6052925,4276,0,0,1360076,30752.63,1875,.92,2
.6053116,4277,0,0,956505,28882.74,1867,.92,3
.6053321,4278,0,0,1777368,27301.97,1867,.92,4
.6053516,4279,0,1,1164827,27977.66,1889,.92,6
.6054783,4280,0,1,1551137,28840.26,1883,.92,7
.605496,4281,0,0,1028860,27331.03,1854,.92,3
.6055492,4282,0,0,1356442,27563.37,1864,.92,4
.605597,4283,0,0,1809715,28389.7,1889,.92,2
.605649,4284,0,0,2635856,29369.01,1863,.92,0
.6057124,4285,0,1,1372177,27794.83,1860,.92,7
.6059547,4286,0,0,1600383,30376.21,1851,.92,2
.6059982,4287,0,0,690417,28600.26,1874,.92,1
.6060913,4288,0,0,1512960,27945.53,1883,.92,0
.6062192,4289,0,0,1338506,26674.08,1885,.92,1
.606424,4290,0,0,1577729,28148.21,1865,.92,3
.6065027,4291,0,0,715550,29323.41,1871,.92,1
.6065554,4292,0,0,1686477,27747.12,1864,.92,2
.6066853,4293,0,0,1930955,28999.28,1863,.92,2
.6068124,4294,0,0,1392637,27727.44,1868,.92,1
.6070614,4295,0,0,944878,28867.53,1889,.92,3
.6071089,4296,0,0,2237422,27439.38,1890,.92,2
.6071577,4297,0,0,1534517,26512.95,1873,.92,2
.607207,4298,0,0,1361082,30014.82,1886,.92,1
.6072387,4299,0,1,2888577,27948.36,1876,.92,7
.6072448,4300,0,1,1285715,27615.65,1871,.92,7
.6075174,4301,0,1,1276337,25884.84,1867,.92,8
.6075476,4302,0,0,2327998,28598.45,1888,.92,2
.6076162,4303,0,0,1195795,27720.96,1862,.92,2
.6077744,4304,0,0,1474760,27635.08,1893,.92,4
.6078204,4305,0,0,1153366,27317.07,1868,.92,2
.6078584,4306,0,0,1957487,27731.29,1893,.92,2
.607864,4307,0,1,1180175,27826.88,1857,.92,6
.6079058,4308,0,0,1898210,26046.52,1851,.92,3
.6079186,4309,0,0,1579311,25411.43,1863,.92,2
.6080077,4310,0,0,1926042,27135.16,1878,.92,4
.6080546,4311,0,0,1694010,29056.16,1883,.92,3
.6082991,4312,0,0,1027580,25454.64,1876,.92,2
.6084569,4313,0,1,1328215,30066.59,1852,.92,7
.6085532,4314,0,0,1275239,27254.46,1867,.92,2
.6088445,4315,0,0,1821259,27334.33,1863,.92,3
.6088847,4316,0,1,1726007,28034.2,1851,.92,7
.6090288,4317,0,0,1839928,25995.08,1857,.92,0
.6090923,4318,0,1,1492252,27685.33,1869,.92,7
.6091192,4319,0,1,1238281,27702.34,1877,.92,7
.6092253,4320,0,0,986278,27245.58,1851,.92,1
.6092601,4321,0,0,1068113,26203.26,1878,.92,1
.6092699,4322,0,0,1885630,26608.34,1877,.92,3
.6093897,4323,0,0,1889545,26392.65,1865,.92,1
.6094307,4324,0,0,1412171,27243.75,1880,.92,4
.6094859,4325,0,1,1928205,26820.62,1879,.92,7
.6095055,4326,0,1,2310341,28249.82,1866,.92,6
.6095116,4327,0,0,2411868,28070.79,1864,.92,1
.6095215,4328,0,0,1152280,27322.03,1865,.92,4
.6096011,4329,0,1,267516,25963.91,1884,.92,7
.6096492,4330,0,0,1671093,26855.35,1860,.92,0
.6096506,4331,0,0,1047054,26064.82,1860,.92,2
.6097096,4332,0,0,2347960,25304.65,1857,.92,3
.6099998,4333,0,1,851146,26495.66,1865,.92,8
.6100039,4334,0,0,983462,26678.92,1862,.92,2
.610083,4335,0,1,1956450,24559.64,1892,.92,6
.6101071,4336,0,0,1188011,25548.89,1892,.92,2
.6101494,4337,0,1,1378701,26202.38,1865,.92,9
.610243,4338,0,1,1751620,25740.45,1852,.92,6
.6104449,4339,0,0,1815368,25007.89,1892,.92,2
.6104777,4340,0,0,1083246,24156.65,1882,.92,3
.6104915,4341,0,1,1086136,25553.47,1886,.92,8
.6105234,4342,0,0,965495,24207.99,1852,.92,3
.6105428,4343,0,0,2122976,25866.55,1879,.92,2
.6106637,4344,0,0,1453988,24324.64,1887,.92,3
.6107643,4345,0,0,1081936,25683.21,1854,.92,2
.6107688,4346,0,1,1160273,25866.12,1892,.92,8
.6109071,4347,0,0,1525712,25200.47,1882,.92,3
.6109816,4348,0,0,1187693,26360.54,1883,.92,2
.6110142,4349,0,0,1906002,27210.38,1890,.92,3
.6110204,4350,0,0,1291930,23447.51,1867,.92,2
.6114284,4351,0,0,1471356,25326.71,1893,.92,1
.6115072,4352,0,1,1376654,24518.71,1893,.92,7
.6115428,4353,0,0,1854619,25464.27,1883,.92,1
.6116699,4354,0,0,1964480,26034.11,1891,.92,2
.6117311,4355,0,0,2262677,26131.88,1857,.92,-1
.6118013,4356,0,1,1669631,27028.84,1880,.92,6
.6118582,4357,0,0,942852,26076.8,1876,.92,2
.6118633,4358,0,0,1487610,26559.29,1876,.92,4
.6119341,4359,0,1,1322329,24219.38,1852,.92,6
.6120356,4360,0,0,2667493,24993.68,1859,.92,2
.6121157,4361,0,1,1702518,24451.92,1851,.92,8
.6122656,4362,0,0,1890043,24561.46,1863,.92,3
.6123199,4363,0,1,1680352,26192.55,1868,.92,7
.612322,4364,0,1,1013696,23787.45,1887,.92,7
.6125328,4365,0,1,1468394,24676.23,1858,.92,6
.6126347,4366,0,1,1669574,23598.33,1874,.92,7
.6127212,4367,0,0,2127271,25062.15,1868,.92,3
.6127445,4368,0,0,1159441,23597.98,1867,.92,2
.6130447,4369,0,0,2115662,24332.54,1891,.92,2
.6135077,4370,0,0,1259748,24220.59,1889,.92,1
.6135247,4371,0,1,2345347,26415.5,1890,.92,6
.6135848,4372,0,1,1762297,24545,1889,.92,6
.6136538,4373,0,1,1231977,25384.05,1879,.92,6
.6137123,4374,0,0,1871954,22485.63,1859,.92,1
.6137913,4375,0,0,163990,24845.07,1851,.92,1
.6138156,4376,0,0,1875162,23738.04,1891,.92,2
.613822,4377,0,0,1207438,25248.53,1872,.92,2
.6139062,4378,0,0,1852431,27078,1865,.92,4
.6139445,4379,0,1,2054689,26013.44,1884,.92,7
.6140828,4380,0,0,645903,22446.62,1864,.92,1
.6141361,4381,0,0,1436057,23110.04,1888,.92,0
.6142021,4382,0,0,1688996,24857.6,1894,.92,3
.6143552,4383,0,1,1511818,23233.64,1851,.92,7
.614363,4384,0,1,1370797,23248.71,1870,.92,6
.6143917,4385,0,0,1871799,22428.21,1882,.92,2
.6144146,4386,0,0,-215205,24007.8,1885,.92,2
.6144605,4387,0,0,1539840,22501.71,1854,.92,3
.6144917,4388,0,1,2473392,25325.47,1888,.92,5
.6146408,4389,0,1,1454298,24241.41,1859,.92,6
.614739,4390,0,0,1178140,24478.79,1884,.92,2
.6147414,4391,0,1,1190288,24303.74,1884,.92,6
