"","year","hh_id","ev_purchase_year","electricity_use","treat","post"
"11340",2016,1031,NA,-1077.246,0,1
"11341",2017,1031,NA,-901.5618,0,1
"11342",2007,1032,NA,952.8502,0,0
"11343",2008,1032,NA,898.6565,0,0
"11344",2009,1032,NA,963.5885,0,0
"11345",2010,1032,NA,966.7976,0,0
"11346",2011,1032,NA,170.4041,0,0
"11347",2012,1032,NA,400.8003,0,0
"11348",2013,1032,NA,-130.2782,0,1
"11349",2014,1032,NA,-98.32617,0,1
"11350",2015,1032,NA,-428.8418,0,1
"11351",2016,1032,NA,-931.8729,0,1
"11352",2017,1032,NA,-1075.747,0,1
"11353",2007,1033,NA,977.6979,0,0
"11354",2008,1033,NA,777.5531,0,0
"11355",2009,1033,NA,1099.444,0,0
"11356",2010,1033,NA,630.2544,0,0
"11357",2011,1033,NA,124.5706,0,0
"11358",2012,1033,NA,237.585,0,0
"11359",2013,1033,NA,-138.7629,0,1
"11360",2014,1033,NA,-257.22,0,1
"11361",2015,1033,NA,-552.2922,0,1
"11362",2016,1033,NA,-1053.072,0,1
"11363",2017,1033,NA,-865.4087,0,1
"11364",2007,1034,NA,1056.456,0,0
"11365",2008,1034,NA,968.4745,0,0
"11366",2009,1034,NA,1218.683,0,0
"11367",2010,1034,NA,888.1343,0,0
"11368",2011,1034,NA,-85.05286,0,0
"11369",2012,1034,NA,605.2817,0,0
"11370",2013,1034,NA,-424.5417,0,1
"11371",2014,1034,NA,-57.63647,0,1
"11372",2015,1034,NA,-323.2383,0,1
"11373",2016,1034,NA,-1404.212,0,1
"11374",2017,1034,NA,-1051.223,0,1
"11375",2007,1035,NA,1094.415,0,0
"11376",2008,1035,NA,840.1526,0,0
"11377",2009,1035,NA,1305.224,0,0
"11378",2010,1035,NA,804.0652,0,0
"11379",2011,1035,NA,56.86182,0,0
"11380",2012,1035,NA,393.0112,0,0
"11381",2013,1035,NA,-346.0884,0,1
"11382",2014,1035,NA,-243.3074,0,1
"11383",2015,1035,NA,-494.5447,0,1
"11384",2016,1035,NA,-989.5183,0,1
"11385",2017,1035,NA,-1249.057,0,1
"11386",2007,1036,NA,1264.802,0,0
"11387",2008,1036,NA,571.2817,0,0
"11388",2009,1036,NA,1202.417,0,0
"11389",2010,1036,NA,940.7146,0,0
"11390",2011,1036,NA,108.9758,0,0
"11391",2012,1036,NA,395.0623,0,0
"11392",2013,1036,NA,-507.0602,0,1
"11393",2014,1036,NA,-22.33691,0,1
"11394",2015,1036,NA,-463.4084,0,1
"11395",2016,1036,NA,-1149.91,0,1
"11396",2017,1036,NA,-970.0027,0,1
"11397",2007,1037,NA,1163.878,0,0
"11398",2008,1037,NA,765.4803,0,0
"11399",2009,1037,NA,1116.509,0,0
"11400",2010,1037,NA,659.5509,0,0
"11401",2011,1037,NA,213.7759,0,0
"11402",2012,1037,NA,426.4939,0,0
"11403",2013,1037,NA,-305.7026,0,1
"11404",2014,1037,NA,-128.051,0,1
"11405",2015,1037,NA,-568.2963,0,1
"11406",2016,1037,NA,-973.3477,0,1
"11407",2017,1037,NA,-983.567,0,1
"11408",2007,1038,NA,888.7125,0,0
"11409",2008,1038,NA,765.2629,0,0
"11410",2009,1038,NA,1269.461,0,0
"11411",2010,1038,NA,930.9329,0,0
"11412",2011,1038,NA,49.021,0,0
"11413",2012,1038,NA,366.0142,0,0
"11414",2013,1038,NA,-282.1007,0,1
"11415",2014,1038,NA,-36.37305,0,1
"11416",2015,1038,NA,-551.6869,0,1
"11417",2016,1038,NA,-1139.789,0,1
"11418",2017,1038,NA,-990.437,0,1
"11419",2007,1039,NA,1134.688,0,0
"11420",2008,1039,NA,823.7871,0,0
"11421",2009,1039,NA,1243.167,0,0
"11422",2010,1039,NA,994.9333,0,0
"11423",2011,1039,NA,46.8136,0,0
"11424",2012,1039,NA,271.9994,0,0
"11425",2013,1039,NA,-599.5109,0,1
"11426",2014,1039,NA,11.30225,0,1
"11427",2015,1039,NA,-576.6279,0,1
"11428",2016,1039,NA,-1011.089,0,1
"11429",2017,1039,NA,-1039.948,0,1
"11430",2007,1040,NA,1059.214,0,0
"11431",2008,1040,NA,839.2454,0,0
"11432",2009,1040,NA,1097.304,0,0
"11433",2010,1040,NA,790.4009,0,0
"11434",2011,1040,NA,-21.76868,0,0
"11435",2012,1040,NA,289.9803,0,0
"11436",2013,1040,NA,-182.1991,0,1
"11437",2014,1040,NA,-166.5132,0,1
"11438",2015,1040,NA,-556.8667,0,1
"11439",2016,1040,NA,-1211.706,0,1
"11440",2017,1040,NA,-1003.743,0,1
"11441",2007,1041,NA,994.5291,0,0
"11442",2008,1041,NA,886.0217,0,0
"11443",2009,1041,NA,1098.694,0,0
"11444",2010,1041,NA,814.2339,0,0
"11445",2011,1041,NA,39.60901,0,0
"11446",2012,1041,NA,419.0527,0,0
"11447",2013,1041,NA,-389.4016,0,1
"11448",2014,1041,NA,-132.9048,0,1
"11449",2015,1041,NA,-510.8412,0,1
"11450",2016,1041,NA,-1196.852,0,1
"11451",2017,1041,NA,-1141.27,0,1
"11452",2007,1042,NA,1035.911,0,0
"11453",2008,1042,NA,838.5111,0,0
"11454",2009,1042,NA,1066.63,0,0
"11455",2010,1042,NA,808.8721,0,0
"11456",2011,1042,NA,117.0513,0,0
"11457",2012,1042,NA,422.7153,0,0
"11458",2013,1042,NA,-305.9288,0,1
"11459",2014,1042,NA,-119.4165,0,1
"11460",2015,1042,NA,-394.9895,0,1
"11461",2016,1042,NA,-1115.413,0,1
"11462",2017,1042,NA,-866.769,0,1
"11463",2007,1043,NA,944.931,0,0
"11464",2008,1043,NA,1080.38,0,0
"11465",2009,1043,NA,1035.29,0,0
"11466",2010,1043,NA,1073.72,0,0
"11467",2011,1043,NA,89.25757,0,0
"11468",2012,1043,NA,528.1494,0,0
"11469",2013,1043,NA,-201.6804,0,1
"11470",2014,1043,NA,-231.9316,0,1
"11471",2015,1043,NA,-482.2937,0,1
"11472",2016,1043,NA,-1179.876,0,1
"11473",2017,1043,NA,-1107.471,0,1
"11474",2007,1044,NA,1123.2,0,0
"11475",2008,1044,NA,734.4607,0,0
"11476",2009,1044,NA,1249.908,0,0
"11477",2010,1044,NA,746.4205,0,0
"11478",2011,1044,NA,20.72095,0,0
"11479",2012,1044,NA,216.1604,0,0
"11480",2013,1044,NA,-245.7101,0,1
"11481",2014,1044,NA,-171.9011,0,1
"11482",2015,1044,NA,-437.6667,0,1
"11483",2016,1044,NA,-925.4745,0,1
"11484",2017,1044,NA,-963.4603,0,1
"11485",2007,1045,NA,1073.035,0,0
"11486",2008,1045,NA,739.5669,0,0
"11487",2009,1045,NA,1277.168,0,0
"11488",2010,1045,NA,833.1836,0,0
"11489",2011,1045,NA,-25.91101,0,0
"11490",2012,1045,NA,523.5369,0,0
"11491",2013,1045,NA,-304.1482,0,1
"11492",2014,1045,NA,-418.8655,0,1
"11493",2015,1045,NA,-544.2391,0,1
"11494",2016,1045,NA,-1097.505,0,1
"11495",2017,1045,NA,-967.8647,0,1
"11496",2007,1046,NA,1109.409,0,0
"11497",2008,1046,NA,810.2358,0,0
"11498",2009,1046,NA,1105.399,0,0
"11499",2010,1046,NA,757.9425,0,0
"11500",2011,1046,NA,267.3947,0,0
"11501",2012,1046,NA,400.9521,0,0
"11502",2013,1046,NA,-248.9828,0,1
"11503",2014,1046,NA,-42.78687,0,1
"11504",2015,1046,NA,-550.8925,0,1
"11505",2016,1046,NA,-1132.585,0,1
"11506",2017,1046,NA,-1015.194,0,1
"11507",2007,1047,NA,972.6476,0,0
"11508",2008,1047,NA,871.8674,0,0
"11509",2009,1047,NA,1119.552,0,0
"11510",2010,1047,NA,737.5385,0,0
"11511",2011,1047,NA,179.7499,0,0
"11512",2012,1047,NA,345.0581,0,0
"11513",2013,1047,NA,-325.9026,0,1
"11514",2014,1047,NA,-92.48291,0,1
"11515",2015,1047,NA,-629.4377,0,1
"11516",2016,1047,NA,-1068.205,0,1
"11517",2017,1047,NA,-1047.691,0,1
"11518",2007,1048,NA,1094.821,0,0
"11519",2008,1048,NA,772.0944,0,0
"11520",2009,1048,NA,1038.023,0,0
"11521",2010,1048,NA,719.7472,0,0
"11522",2011,1048,NA,-210.9711,0,0
"11523",2012,1048,NA,438.5313,0,0
"11524",2013,1048,NA,-237.2604,0,1
"11525",2014,1048,NA,-208.3969,0,1
"11526",2015,1048,NA,-440.6116,0,1
"11527",2016,1048,NA,-1078.527,0,1
"11528",2017,1048,NA,-1030.812,0,1
"11529",2007,1049,NA,937.832,0,0
"11530",2008,1049,NA,876.3435,0,0
"11531",2009,1049,NA,954.7302,0,0
"11532",2010,1049,NA,712.8342,0,0
"11533",2011,1049,NA,-54.0658,0,0
"11534",2012,1049,NA,199.4695,0,0
"11535",2013,1049,NA,-390.4843,0,1
"11536",2014,1049,NA,-117.4731,0,1
"11537",2015,1049,NA,-703.2598,0,1
"11538",2016,1049,NA,-1203.712,0,1
"11539",2017,1049,NA,-955.1482,0,1
"11540",2007,1050,NA,920.7251,0,0
"11541",2008,1050,NA,776.6166,0,0
"11542",2009,1050,NA,1146.117,0,0
"11543",2010,1050,NA,869.6536,0,0
"11544",2011,1050,NA,-46.53027,0,0
"11545",2012,1050,NA,581.6987,0,0
"11546",2013,1050,NA,-565.1038,0,1
"11547",2014,1050,NA,-141.0122,0,1
"11548",2015,1050,NA,-547.0829,0,1
"11549",2016,1050,NA,-911.8427,0,1
"11550",2017,1050,NA,-1021.032,0,1
"11551",2007,1051,NA,959.1556,0,0
"11552",2008,1051,NA,878.8647,0,0
"11553",2009,1051,NA,1362.181,0,0
"11554",2010,1051,NA,817.7817,0,0
"11555",2011,1051,NA,111.6138,0,0
"11556",2012,1051,NA,468.7358,0,0
"11557",2013,1051,NA,-290.7096,0,1
"11558",2014,1051,NA,59.90381,0,1
"11559",2015,1051,NA,-378.4722,0,1
"11560",2016,1051,NA,-991.5209,0,1
"11561",2017,1051,NA,-978.6343,0,1
"11562",2007,1052,NA,1086.898,0,0
"11563",2008,1052,NA,794.9966,0,0
"11564",2009,1052,NA,1184.252,0,0
"11565",2010,1052,NA,849.2266,0,0
"11566",2011,1052,NA,128.5852,0,0
"11567",2012,1052,NA,365.4658,0,0
"11568",2013,1052,NA,-325.3943,0,1
"11569",2014,1052,NA,-188.7769,0,1
"11570",2015,1052,NA,-425.7144,0,1
"11571",2016,1052,NA,-1107.1,0,1
"11572",2017,1052,NA,-894.4375,0,1
"11573",2007,1053,NA,972.5569,0,0
"11574",2008,1053,NA,900.4862,0,0
"11575",2009,1053,NA,1120.022,0,0
"11576",2010,1053,NA,855.3286,0,0
"11577",2011,1053,NA,-64.31702,0,0
"11578",2012,1053,NA,439.7258,0,0
"11579",2013,1053,NA,-130.125,0,1
"11580",2014,1053,NA,-272.0577,0,1
"11581",2015,1053,NA,-487.8774,0,1
"11582",2016,1053,NA,-1109.839,0,1
"11583",2017,1053,NA,-1056.401,0,1
"11584",2007,1054,NA,1127.452,0,0
"11585",2008,1054,NA,621.9016,0,0
"11586",2009,1054,NA,1081.042,0,0
"11587",2010,1054,NA,883.2991,0,0
"11588",2011,1054,NA,103.3854,0,0
"11589",2012,1054,NA,219.5289,0,0
"11590",2013,1054,NA,-359.7277,0,1
"11591",2014,1054,NA,-269.9674,0,1
"11592",2015,1054,NA,-425.3169,0,1
"11593",2016,1054,NA,-985.7927,0,1
"11594",2017,1054,NA,-751.6455,0,1
"11595",2007,1055,NA,883.5941,0,0
"11596",2008,1055,NA,748.9443,0,0
"11597",2009,1055,NA,1262.221,0,0
"11598",2010,1055,NA,634.6713,0,0
"11599",2011,1055,NA,-56.86401,0,0
"11600",2012,1055,NA,476.4243,0,0
"11601",2013,1055,NA,-25.0188,0,1
"11602",2014,1055,NA,-93.36768,0,1
"11603",2015,1055,NA,-488.9865,0,1
"11604",2016,1055,NA,-1172.988,0,1
"11605",2017,1055,NA,-825.4028,0,1
"11606",2007,1056,NA,907.7029,0,0
"11607",2008,1056,NA,749.4727,0,0
"11608",2009,1056,NA,1083.24,0,0
"11609",2010,1056,NA,971.2527,0,0
"11610",2011,1056,NA,40.28894,0,0
"11611",2012,1056,NA,428.877,0,0
"11612",2013,1056,NA,-458.948,0,1
"11613",2014,1056,NA,-97.80127,0,1
"11614",2015,1056,NA,-481.9382,0,1
"11615",2016,1056,NA,-1121.471,0,1
"11616",2017,1056,NA,-1016.761,0,1
"11617",2007,1057,NA,998.6085,0,0
"11618",2008,1057,NA,556.6671,0,0
"11619",2009,1057,NA,1286.589,0,0
"11620",2010,1057,NA,968.186,0,0
"11621",2011,1057,NA,84.03259,0,0
"11622",2012,1057,NA,416.2329,0,0
"11623",2013,1057,NA,-238.0281,0,1
"11624",2014,1057,NA,-324.8187,0,1
"11625",2015,1057,NA,-604.8336,0,1
"11626",2016,1057,NA,-1086.633,0,1
"11627",2017,1057,NA,-995.1371,0,1
"11628",2007,1058,NA,1063.191,0,0
"11629",2008,1058,NA,919.1355,0,0
"11630",2009,1058,NA,1107.31,0,0
"11631",2010,1058,NA,869.4312,0,0
"11632",2011,1058,NA,54.56689,0,0
"11633",2012,1058,NA,458.6199,0,0
"11634",2013,1058,NA,-170.8925,0,1
"11635",2014,1058,NA,-293.2126,0,1
"11636",2015,1058,NA,-473.3934,0,1
"11637",2016,1058,NA,-1092.553,0,1
"11638",2017,1058,NA,-979.8662,0,1
"11639",2007,1059,NA,995.5768,0,0
"11640",2008,1059,NA,631.3127,0,0
"11641",2009,1059,NA,1191.293,0,0
"11642",2010,1059,NA,708.4397,0,0
"11643",2011,1059,NA,21.66528,0,0
"11644",2012,1059,NA,544.5059,0,0
"11645",2013,1059,NA,-204.3353,0,1
"11646",2014,1059,NA,-133.98,0,1
"11647",2015,1059,NA,-684.7513,0,1
"11648",2016,1059,NA,-1106.731,0,1
"11649",2017,1059,NA,-943.6748,0,1
"11650",2007,1060,NA,943.5376,0,0
"11651",2008,1060,NA,784.7692,0,0
"11652",2009,1060,NA,1173.053,0,0
"11653",2010,1060,NA,955.1243,0,0
"11654",2011,1060,NA,97.18799,0,0
"11655",2012,1060,NA,437.1753,0,0
"11656",2013,1060,NA,-364.6418,0,1
"11657",2014,1060,NA,130.7107,0,1
"11658",2015,1060,NA,-417.7483,0,1
"11659",2016,1060,NA,-1050.011,0,1
"11660",2017,1060,NA,-978.7554,0,1
"11661",2007,1061,NA,936.4105,0,0
"11662",2008,1061,NA,865.6306,0,0
"11663",2009,1061,NA,1193.955,0,0
"11664",2010,1061,NA,712.115,0,0
"11665",2011,1061,NA,157.2889,0,0
"11666",2012,1061,NA,445.5625,0,0
"11667",2013,1061,NA,-416.1794,0,1
"11668",2014,1061,NA,-145.5327,0,1
"11669",2015,1061,NA,-590.7146,0,1
"11670",2016,1061,NA,-1232.496,0,1
"11671",2017,1061,NA,-1055.81,0,1
"11672",2007,1062,NA,1089.152,0,0
"11673",2008,1062,NA,1062.548,0,0
"11674",2009,1062,NA,1107.196,0,0
"11675",2010,1062,NA,862.2476,0,0
"11676",2011,1062,NA,7.681885,0,0
"11677",2012,1062,NA,342.2085,0,0
"11678",2013,1062,NA,-301.3905,0,1
"11679",2014,1062,NA,-191.2148,0,1
"11680",2015,1062,NA,-524.7241,0,1
"11681",2016,1062,NA,-1093.565,0,1
"11682",2017,1062,NA,-973.1364,0,1
"11683",2007,1063,NA,981.1057,0,0
"11684",2008,1063,NA,796.0934,0,0
"11685",2009,1063,NA,1251.454,0,0
"11686",2010,1063,NA,949.9355,0,0
"11687",2011,1063,NA,56.41699,0,0
"11688",2012,1063,NA,442.5845,0,0
"11689",2013,1063,NA,-226.8531,0,1
"11690",2014,1063,NA,-173.6328,0,1
"11691",2015,1063,NA,-668.9115,0,1
"11692",2016,1063,NA,-1022.761,0,1
"11693",2017,1063,NA,-957.9662,0,1
"11694",2007,1064,NA,880.4194,0,0
"11695",2008,1064,NA,669.5522,0,0
"11696",2009,1064,NA,1155.635,0,0
"11697",2010,1064,NA,958.2065,0,0
"11698",2011,1064,NA,150.4241,0,0
"11699",2012,1064,NA,361.9932,0,0
"11700",2013,1064,NA,-15.36377,0,1
"11701",2014,1064,NA,-194.7617,0,1
"11702",2015,1064,NA,-604.243,0,1
"11703",2016,1064,NA,-1152.404,0,1
"11704",2017,1064,NA,-1218.119,0,1
"11705",2007,1065,NA,1158.71,0,0
"11706",2008,1065,NA,713.101,0,0
"11707",2009,1065,NA,1146.72,0,0
"11708",2010,1065,NA,858.4883,0,0
"11709",2011,1065,NA,-95.58911,0,0
"11710",2012,1065,NA,430.4165,0,0
"11711",2013,1065,NA,-353.8578,0,1
"11712",2014,1065,NA,-6.980713,0,1
"11713",2015,1065,NA,-491.9192,0,1
"11714",2016,1065,NA,-913.033,0,1
"11715",2017,1065,NA,-1063.194,0,1
"11716",2007,1066,NA,1058.655,0,0
"11717",2008,1066,NA,807.8717,0,0
"11718",2009,1066,NA,1101.454,0,0
"11719",2010,1066,NA,1096.962,0,0
"11720",2011,1066,NA,55.36707,0,0
"11721",2012,1066,NA,293.4891,0,0
"11722",2013,1066,NA,-297.6665,0,1
"11723",2014,1066,NA,51.61621,0,1
"11724",2015,1066,NA,-472.5907,0,1
"11725",2016,1066,NA,-1149.943,0,1
"11726",2017,1066,NA,-1007.198,0,1
"11727",2007,1067,NA,986.7584,0,0
"11728",2008,1067,NA,586.2166,0,0
"11729",2009,1067,NA,1159.137,0,0
"11730",2010,1067,NA,790.9515,0,0
"11731",2011,1067,NA,68.1272,0,0
"11732",2012,1067,NA,418.1443,0,0
"11733",2013,1067,NA,-523.1964,0,1
"11734",2014,1067,NA,-54.25439,0,1
"11735",2015,1067,NA,-484.3213,0,1
"11736",2016,1067,NA,-1036.681,0,1
"11737",2017,1067,NA,-1041.665,0,1
"11738",2007,1068,NA,951.5078,0,0
"11739",2008,1068,NA,675.7257,0,0
"11740",2009,1068,NA,984.9987,0,0
"11741",2010,1068,NA,924.1904,0,0
"11742",2011,1068,NA,-15.56873,0,0
"11743",2012,1068,NA,371.3057,0,0
"11744",2013,1068,NA,-299.4681,0,1
"11745",2014,1068,NA,-44.68359,0,1
"11746",2015,1068,NA,-538.6375,0,1
"11747",2016,1068,NA,-1057.952,0,1
"11748",2017,1068,NA,-949.3167,0,1
"11749",2007,1069,NA,984.0271,0,0
"11750",2008,1069,NA,851.1862,0,0
"11751",2009,1069,NA,1227.64,0,0
"11752",2010,1069,NA,820.0962,0,0
"11753",2011,1069,NA,-0.8896484,0,0
"11754",2012,1069,NA,437.5913,0,0
"11755",2013,1069,NA,-344.7023,0,1
"11756",2014,1069,NA,-59.8186,0,1
"11757",2015,1069,NA,-367.6274,0,1
"11758",2016,1069,NA,-869.5535,0,1
"11759",2017,1069,NA,-1111.434,0,1
"11760",2007,1070,NA,1036.157,0,0
"11761",2008,1070,NA,966.5519,0,0
"11762",2009,1070,NA,1129.066,0,0
"11763",2010,1070,NA,970.2417,0,0
"11764",2011,1070,NA,-110.0327,0,0
"11765",2012,1070,NA,379.2629,0,0
"11766",2013,1070,NA,-412.157,0,1
"11767",2014,1070,NA,-205.4631,0,1
"11768",2015,1070,NA,-562.2714,0,1
"11769",2016,1070,NA,-1258.705,0,1
"11770",2017,1070,NA,-1105.495,0,1
"11771",2007,1071,NA,918.2072,0,0
"11772",2008,1071,NA,808.1001,0,0
"11773",2009,1071,NA,1064.61,0,0
"11774",2010,1071,NA,784.2729,0,0
"11775",2011,1071,NA,21.34424,0,0
"11776",2012,1071,NA,384.1511,0,0
"11777",2013,1071,NA,-290.092,0,1
"11778",2014,1071,NA,-76.76855,0,1
"11779",2015,1071,NA,-498.4919,0,1
"11780",2016,1071,NA,-1178.1,0,1
"11781",2017,1071,NA,-968.4742,0,1
"11782",2007,1072,NA,1125.114,0,0
"11783",2008,1072,NA,844.6558,0,0
"11784",2009,1072,NA,1143.271,0,0
"11785",2010,1072,NA,830.4316,0,0
"11786",2011,1072,NA,257.0524,0,0
"11787",2012,1072,NA,554.4199,0,0
"11788",2013,1072,NA,-314.5455,0,1
"11789",2014,1072,NA,-135.1465,0,1
"11790",2015,1072,NA,-527.6604,0,1
"11791",2016,1072,NA,-1152.223,0,1
"11792",2017,1072,NA,-1111.515,0,1
"11793",2007,1073,NA,1039.605,0,0
"11794",2008,1073,NA,734.6475,0,0
"11795",2009,1073,NA,1104.813,0,0
"11796",2010,1073,NA,967.4819,0,0
"11797",2011,1073,NA,104.5581,0,0
"11798",2012,1073,NA,481.1511,0,0
"11799",2013,1073,NA,-369.1674,0,1
"11800",2014,1073,NA,-113.6465,0,1
"11801",2015,1073,NA,-586.6979,0,1
"11802",2016,1073,NA,-1156.392,0,1
"11803",2017,1073,NA,-821.1733,0,1
"11804",2007,1074,NA,942.7466,0,0
"11805",2008,1074,NA,743.4719,0,0
"11806",2009,1074,NA,1184.612,0,0
"11807",2010,1074,NA,935.3818,0,0
"11808",2011,1074,NA,174.3964,0,0
"11809",2012,1074,NA,379.4988,0,0
"11810",2013,1074,NA,-100.7238,0,1
"11811",2014,1074,NA,-148.0107,0,1
"11812",2015,1074,NA,-514.4819,0,1
"11813",2016,1074,NA,-1161.724,0,1
"11814",2017,1074,NA,-754.8159,0,1
"11815",2007,1075,NA,880.6021,0,0
"11816",2008,1075,NA,932.2476,0,0
"11817",2009,1075,NA,1238.321,0,0
"11818",2010,1075,NA,996.2065,0,0
"11819",2011,1075,NA,63.92969,0,0
"11820",2012,1075,NA,575.8975,0,0
"11821",2013,1075,NA,-400.1489,0,1
"11822",2014,1075,NA,-132.1372,0,1
"11823",2015,1075,NA,-357.4431,0,1
"11824",2016,1075,NA,-1146.63,0,1
"11825",2017,1075,NA,-1026.851,0,1
"11826",2007,1076,NA,1010.75,0,0
"11827",2008,1076,NA,846.9342,0,0
"11828",2009,1076,NA,946.6476,0,0
"11829",2010,1076,NA,875.3093,0,0
"11830",2011,1076,NA,51.30811,0,0
"11831",2012,1076,NA,385.8618,0,0
"11832",2013,1076,NA,-294.2133,0,1
"11833",2014,1076,NA,-153.0522,0,1
"11834",2015,1076,NA,-474.7561,0,1
"11835",2016,1076,NA,-1368.337,0,1
"11836",2017,1076,NA,-1033.978,0,1
"11837",2007,1077,NA,999.0634,0,0
"11838",2008,1077,NA,845.7861,0,0
"11839",2009,1077,NA,1131.648,0,0
"11840",2010,1077,NA,797.5297,0,0
"11841",2011,1077,NA,2.840454,0,0
"11842",2012,1077,NA,492.0859,0,0
"11843",2013,1077,NA,-342.6189,0,1
"11844",2014,1077,NA,-224.1406,0,1
"11845",2015,1077,NA,-521.0991,0,1
"11846",2016,1077,NA,-1287.672,0,1
"11847",2017,1077,NA,-1180.675,0,1
"11848",2007,1078,NA,864.8358,0,0
"11849",2008,1078,NA,810.4983,0,0
"11850",2009,1078,NA,1097.982,0,0
"11851",2010,1078,NA,1022.309,0,0
"11852",2011,1078,NA,238.9972,0,0
"11853",2012,1078,NA,341.9609,0,0
"11854",2013,1078,NA,-282.9929,0,1
"11855",2014,1078,NA,-258.3184,0,1
"11856",2015,1078,NA,-544.3445,0,1
"11857",2016,1078,NA,-975.5231,0,1
"11858",2017,1078,NA,-984.7361,0,1
"11859",2007,1079,NA,1009.278,0,0
"11860",2008,1079,NA,892.2063,0,0
"11861",2009,1079,NA,1300.689,0,0
"11862",2010,1079,NA,680.764,0,0
"11863",2011,1079,NA,85.37231,0,0
"11864",2012,1079,NA,368.5752,0,0
"11865",2013,1079,NA,-478.1735,0,1
"11866",2014,1079,NA,-94.81543,0,1
"11867",2015,1079,NA,-547.202,0,1
"11868",2016,1079,NA,-1124.361,0,1
"11869",2017,1079,NA,-898.3545,0,1
"11870",2007,1080,NA,1099.178,0,0
"11871",2008,1080,NA,877.4199,0,0
"11872",2009,1080,NA,1166,0,0
"11873",2010,1080,NA,742.1743,0,0
"11874",2011,1080,NA,-51.18909,0,0
"11875",2012,1080,NA,383.063,0,0
"11876",2013,1080,NA,-355.8096,0,1
"11877",2014,1080,NA,-126.3672,0,1
"11878",2015,1080,NA,-433.9836,0,1
"11879",2016,1080,NA,-900.4327,0,1
"11880",2017,1080,NA,-995.1924,0,1
"11881",2007,1081,NA,970.8459,0,0
"11882",2008,1081,NA,868.4836,0,0
"11883",2009,1081,NA,912.5532,0,0
"11884",2010,1081,NA,753.0955,0,0
"11885",2011,1081,NA,95.48645,0,0
"11886",2012,1081,NA,416.7246,0,0
"11887",2013,1081,NA,-364.6503,0,1
"11888",2014,1081,NA,-47.07373,0,1
"11889",2015,1081,NA,-457.291,0,1
"11890",2016,1081,NA,-1067.12,0,1
"11891",2017,1081,NA,-1074.176,0,1
"11892",2007,1082,NA,961.0603,0,0
"11893",2008,1082,NA,832.4692,0,0
"11894",2009,1082,NA,1247.046,0,0
"11895",2010,1082,NA,973.8943,0,0
"11896",2011,1082,NA,2.019775,0,0
"11897",2012,1082,NA,350.9331,0,0
"11898",2013,1082,NA,-164.1765,0,1
"11899",2014,1082,NA,-224.8262,0,1
"11900",2015,1082,NA,-611.8888,0,1
"11901",2016,1082,NA,-897.1859,0,1
"11902",2017,1082,NA,-1032.092,0,1
"11903",2007,1083,NA,953.8229,0,0
"11904",2008,1083,NA,820.911,0,0
"11905",2009,1083,NA,1193.096,0,0
"11906",2010,1083,NA,661.2813,0,0
"11907",2011,1083,NA,31.92517,0,0
"11908",2012,1083,NA,448.7246,0,0
"11909",2013,1083,NA,-417.8978,0,1
"11910",2014,1083,NA,-261.6071,0,1
"11911",2015,1083,NA,-370.3184,0,1
"11912",2016,1083,NA,-970.2283,0,1
"11913",2017,1083,NA,-1004.282,0,1
"11914",2007,1084,NA,988.2583,0,0
"11915",2008,1084,NA,769.9139,0,0
"11916",2009,1084,NA,1222.516,0,0
"11917",2010,1084,NA,991.9094,0,0
"11918",2011,1084,NA,88.0675,0,0
"11919",2012,1084,NA,251.7549,0,0
"11920",2013,1084,NA,-263.9227,0,1
"11921",2014,1084,NA,-248.1519,0,1
"11922",2015,1084,NA,-480.9489,0,1
"11923",2016,1084,NA,-1052.26,0,1
"11924",2017,1084,NA,-854.9707,0,1
"11925",2007,1085,NA,888.5638,0,0
"11926",2008,1085,NA,970.4154,0,0
"11927",2009,1085,NA,1020.615,0,0
"11928",2010,1085,NA,906.6199,0,0
"11929",2011,1085,NA,33.81799,0,0
"11930",2012,1085,NA,427.3335,0,0
"11931",2013,1085,NA,-253.0096,0,1
"11932",2014,1085,NA,-260.6945,0,1
"11933",2015,1085,NA,-629.236,0,1
"11934",2016,1085,NA,-1106.735,0,1
"11935",2017,1085,NA,-1044.285,0,1
"11936",2007,1086,NA,1044.015,0,0
"11937",2008,1086,NA,833.3048,0,0
"11938",2009,1086,NA,1081.465,0,0
"11939",2010,1086,NA,927.7622,0,0
"11940",2011,1086,NA,44.17114,0,0
"11941",2012,1086,NA,398.2329,0,0
"11942",2013,1086,NA,-290.9658,0,1
"11943",2014,1086,NA,-135.2949,0,1
"11944",2015,1086,NA,-594.5669,0,1
"11945",2016,1086,NA,-1212.791,0,1
"11946",2017,1086,NA,-959.7183,0,1
"11947",2007,1087,NA,1024.907,0,0
"11948",2008,1087,NA,766.5792,0,0
"11949",2009,1087,NA,1135.22,0,0
"11950",2010,1087,NA,720.6415,0,0
"11951",2011,1087,NA,-42.14771,0,0
"11952",2012,1087,NA,400.4458,0,0
"11953",2013,1087,NA,-514.1678,0,1
"11954",2014,1087,NA,32.79492,0,1
"11955",2015,1087,NA,-489.5061,0,1
"11956",2016,1087,NA,-969.9369,0,1
"11957",2017,1087,NA,-838.0967,0,1
"11958",2007,1088,NA,1052.251,0,0
"11959",2008,1088,NA,674.98,0,0
"11960",2009,1088,NA,1059.247,0,0
"11961",2010,1088,NA,718.1844,0,0
"11962",2011,1088,NA,87.77722,0,0
